183,05/27/15 02:31 AM,05/29/15 02:31 AM,Statistics and Research Design,Haught (Catrinel),01:10:00 PM,02:40:00 PM
184,05/28/15 02:31 AM,05/30/15 02:31 AM,Statistics and Research Design,Haught (Catrinel),02:50:00 PM,04:20:00 PM
185,05/29/15 02:31 AM,05/31/15 02:31 AM,Expository Writing,Haydel (Nina J.),02:50:00 PM,04:20:00 PM
186,05/30/15 02:31 AM,06/01/15 02:31 AM,Accounting Info Systems,Haywood-Sullivan (Mary E.),09:00:00 AM,12:00:00 PM
187,05/31/15 02:31 AM,06/02/15 02:31 AM,Introduction to Research in Ps,Heath (Wendy P.),10:20:00 AM,11:20:00 AM
188,06/01/15 02:31 AM,06/03/15 02:31 AM,Introduction to Research in Ps,Heath (Wendy P.),11:30:00 AM,12:30:00 PM
189,06/02/15 02:31 AM,06/04/15 02:31 AM,Arts Admin Lab,Heidelberg (Brea M.),10:20:00 AM,11:20:00 AM
190,06/03/15 02:31 AM,06/05/15 02:31 AM,Arts Practicum I - Patron Svcs,Heidelberg (Brea M.),11:30:00 AM,12:30:00 PM
191,06/04/15 02:31 AM,06/06/15 02:31 AM,Arts Practicum II - Svc/Field,Heidelberg (Brea M.),01:10:00 PM,02:10:00 PM
192,06/05/15 02:31 AM,06/07/15 02:31 AM,Arts Outreach & Education,Heidelberg (Brea M.),02:50:00 PM,04:20:00 PM
193,06/06/15 02:31 AM,06/08/15 02:31 AM,Serv Learn Thru Mind Our Bus,Hernandez (Sigfredo A.),02:50:00 PM,04:20:00 PM
194,06/07/15 02:31 AM,06/09/15 02:31 AM,Grammar and Style,Hess (Mickey S.),01:10:00 PM,02:40:00 PM
195,06/08/15 02:31 AM,06/10/15 02:31 AM,Intro to American Studies,Hess (Mickey S.),02:50:00 PM,04:20:00 PM
196,06/09/15 02:31 AM,06/11/15 02:31 AM,Teach Science Middle Schl,Hester (Peter R.),01:10:00 PM,03:20:00 PM
197,06/10/15 02:31 AM,06/12/15 02:31 AM,Introduction to News Writing,Hirsch (Gerald T.),09:10:00 AM,10:10:00 AM
198,06/11/15 02:31 AM,06/13/15 02:31 AM,Speech Communication,Howard (Sheena),02:50:00 PM,04:20:00 PM
199,06/12/15 02:31 AM,06/14/15 02:31 AM,Native American History,Hunter (Brooke B.),09:45:00 AM,11:15:00 AM
200,06/13/15 02:31 AM,06/15/15 02:31 AM,The American Revolution,Hunter (Brooke B.),01:10:00 PM,02:40:00 PM
201,06/14/15 02:31 AM,06/16/15 02:31 AM,U.S. History I,Hunter (Brooke B.),02:50:00 PM,04:20:00 PM
202,06/15/15 02:31 AM,06/17/15 02:31 AM,Hist of Amer Musical Theatre,Hurwitz (Nathan),11:30:00 AM,12:30:00 PM
203,06/16/15 02:31 AM,06/18/15 02:31 AM,Musical Theatre Scene Study I,Hurwitz (Nathan),02:50:00 PM,04:20:00 PM
204,06/17/15 02:31 AM,06/19/15 02:31 AM,Musical Theater Repertoire II,Hurwitz (Nathan),02:50:00 PM,04:20:00 PM
205,06/18/15 02:31 AM,06/20/15 02:31 AM,Environmental Geology,Husch (Jonathan M.),10:20:00 AM,11:20:00 AM
206,06/19/15 02:31 AM,06/21/15 02:31 AM,Petrology and Petrography,Husch (Jonathan M.),01:10:00 PM,02:40:00 PM
207,06/20/15 02:31 AM,06/22/15 02:31 AM,Petrology & Petrography Lab,Husch (Jonathan M.),02:50:00 PM,05:50:00 PM
208,06/21/15 02:31 AM,06/23/15 02:31 AM,Feature Writing,Incollingo (J. J.),09:45:00 AM,11:15:00 AM
209,06/22/15 02:31 AM,06/24/15 02:31 AM,In-Depth Reporting,Incollingo (J. J.),02:50:00 PM,04:20:00 PM
210,06/23/15 02:31 AM,06/25/15 02:31 AM,Organic Chemistry II,Jacobs Duda (Danielle),11:30:00 AM,12:30:00 PM
211,06/24/15 02:31 AM,06/26/15 02:31 AM,Physical Organic Chemistry,Jacobs Duda (Danielle),02:50:00 PM,04:20:00 PM
